Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,PURIM BAG,PURIM BAG,PURIM BAG,PURIM BAG,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280482,5060982280482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM CELLO BAGS,PURIM CELLO BAGS,PURIM CELLO BAGS,PURIM CELLO BAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280499,5060982280499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELLO BAGS PURIM,CELLO BAGS PURIM,CELLO BAGS PURIM,CELLO BAGS PURIM,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280505,5060982280505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PS-5309,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280611,5060982280611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,PURIM PUFFY STICKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280628,5060982280628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280635,5060982280635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM PARTY FAVOUR NOISE MAKERS,PURIM PARTY FAVOUR NOISE MAKERS,PURIM PARTY FAVOUR NOISE MAKERS,PURIM PARTY FAVOUR NOISE MAKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280642,5060982280642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ADSC-1001,PURIM ARTS AND CRAFTS,PURIM ARTS AND CRAFTS,PURIM ARTS AND CRAFTS,PURIM ARTS AND CRAFTS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280819,5060982280819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PH-1001,PURIM HORN,PURIM HORN,PURIM HORN,PURIM HORN,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280826,5060982280826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PT-1001,HAPPY PURIM TRUMPET,HAPPY PURIM TRUMPET,HAPPY PURIM TRUMPET,HAPPY PURIM TRUMPET,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280833,5060982280833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003,HAPPY PURIM NOISE MAKER,HAPPY PURIM NOISE MAKER,HAPPY PURIM NOISE MAKER,HAPPY PURIM NOISE MAKER,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280840,5060982280840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GOLD TOP HAPPY PURIM,GOLD TOP HAPPY PURIM,GOLD TOP HAPPY PURIM,GOLD TOP HAPPY PURIM,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076435330,5060076435330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-7001,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439468,5060076439468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,happy purim glass jar,happy purim glass jar,happy purim glass jar,happy purim glass jar,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076435286,5060076435286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,purim gift bags,purim gift bags,purim gift bags,purim gift bags,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076437303,5060076437303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM GIFT BAGS,PURIM GIFT BAGS,PURIM GIFT BAGS,PURIM GIFT BAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076437297,5060076437297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STR-540,Purim Straws,Purim Straws,Purim Straws,Purim Straws,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076438577,5060076438577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076438676,5060076438676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SA-3001,PURIM SCRATCH ART,PURIM SCRATCH ART,PURIM SCRATCH ART,PURIM SCRATCH ART,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076437792,5060076437792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-7003,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,PURIM GIFT TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439482,5060076439482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CCM-5001,CREATE & COLOR MEGILLA,CREATE & COLOR MEGILLA,CREATE & COLOR MEGILLA,CREATE & COLOR MEGILLA,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282257,5060982282257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PB-2501,PURIM TREAT BAG,PURIM TREAT BAG,PURIM TREAT BAG,PURIM TREAT BAG,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281861,5060982281861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PCNM-1005,PURIM NOISE MAKER -2,PURIM NOISE MAKER -2,PURIM NOISE MAKER -2,PURIM NOISE MAKER -2,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281908,5060982281908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HAPPY PURIM GUM BALL MACHINE,HAPPY PURIM GUM BALL MACHINE,HAPPY PURIM GUM BALL MACHINE,HAPPY PURIM GUM BALL MACHINE,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982280741,5060982280741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-6018,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281724,5060982281724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GT-6016,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,GIFT TAGS HAPPY PURIM,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281700,5060982281700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM GIFT BAGS,PURIM GIFT BAGS,PURIM GIFT BAGS,PURIM GIFT BAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281762,5060982281762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM CELLO GIFT BAGS,PURIM CELLO GIFT BAGS,PURIM CELLO GIFT BAGS,PURIM CELLO GIFT BAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281779,5060982281779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM TAGS,PURIM TAGS,PURIM TAGS,PURIM TAGS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281694,5060982281694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PS-5320,PURIM LABEL,PURIM LABEL,PURIM LABEL,PURIM LABEL,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281717,5060982281717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPB-1003,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,PURIM PARTY BLOWERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282134,5060982282134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,PURIM STICKERS,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281939,5060982281939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Purim Gregor,Purim Gregor,Purim Gregor,Purim Gregor,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076435293,5060076435293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,PURIM PULL BOW RIBBON,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439550,5060076439550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Purim Activity Set,Purim Activity Set,Purim Activity Set,Purim Activity Set,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282950,5060982282950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB-2801,Clear Purim Gift Bag (White Handle),Clear Purim Gift Bag (White Handle),Clear Purim Gift Bag (White Handle),Clear Purim Gift Bag (White Handle),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281946,5060982281946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB-2802,Clear Purim Gift Bag (Burgundy Handle),Clear Purim Gift Bag (Burgundy Handle),Clear Purim Gift Bag (Burgundy Handle),Clear Purim Gift Bag (Burgundy Handle),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281953,5060982281953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB-2405,GB-2405 Purim 3D Clown Bag,GB-2405 Purim 3D Clown Bag,GB-2405 Purim 3D Clown Bag,GB-2405 Purim 3D Clown Bag,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281878,5060982281878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GB-2406,GB-2406 Purim 3D Hamantash Bag,GB-2406 Purim 3D Hamantash Bag,GB-2406 Purim 3D Hamantash Bag,GB-2406 Purim 3D Hamantash Bag,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982281885,5060982281885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Purim Tissue Paper - 8 Pk (Gold & Silver),Purim Tissue Paper - 8 Pk (Gold & Silver),Purim Tissue Paper - 8 Pk (Gold & Silver),Purim Tissue Paper - 8 Pk (Gold & Silver),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282929,5060982282929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PTP-1002,Purim Tissue Paper - 8 Pk (Purple & White),Purim Tissue Paper - 8 Pk (Purple & White),Purim Tissue Paper - 8 Pk (Purple & White),Purim Tissue Paper - 8 Pk (Purple & White),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282936,5060982282936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PTP-1003,Purim Tissue Paper - 8 Pk (Speach Bu les),Purim Tissue Paper - 8 Pk (Speach Bu les),Purim Tissue Paper - 8 Pk (Speach Bu les),Purim Tissue Paper - 8 Pk (Speach Bu les),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282943,5060982282943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BAN-1600,Purim Giant Wall Banner,Purim Giant Wall Banner,Purim Giant Wall Banner,Purim Giant Wall Banner,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282967,5060982282967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PWG-2010,Purim Window Gel,Purim Window Gel,Purim Window Gel,Purim Window Gel,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060076439413,5060076439413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PCNM-1006,Purim Drumming Clown Noise Maker (Candy Filler),Purim Drumming Clown Noise Maker (Candy Filler),Purim Drumming Clown Noise Maker (Candy Filler),Purim Drumming Clown Noise Maker (Candy Filler),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282899,5060982282899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PW-1001,Purim Whistles (5 Pack),Purim Whistles (5 Pack),Purim Whistles (5 Pack),Purim Whistles (5 Pack),Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282875,5060982282875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAH-1001,Purim Air Horn,Purim Air Horn,Purim Air Horn,Purim Air Horn,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282882,5060982282882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PMNM-1001,Purim LED Maracas,Purim LED Maracas,Purim LED Maracas,Purim LED Maracas,Others,Purim,Purim Crafts,Cazenove,Cazenove,5060982282905,5060982282905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
