Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,608,5000 STAPLES,5000 STAPLES,5000 STAPLES,5000 STAPLES,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006085,764608006085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3202,3 HOLE PAPER PUNCHER,3 HOLE PAPER PUNCHER,3 HOLE PAPER PUNCHER,3 HOLE PAPER PUNCHER,,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608032022,764608032022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOLE PUNCHER,HOLE PUNCHER,HOLE PUNCHER,HOLE PUNCHER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608032008,764608032008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCISSORS,SCISSORS,SCISSORS,SCISSORS,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044414,764608044414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DESKTOP 3 HOLE PUNCHER,DESKTOP 3 HOLE PUNCHER,DESKTOP 3 HOLE PUNCHER,DESKTOP 3 HOLE PUNCHER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608032039,764608032039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STANDARD STPLER,STANDARD STPLER,STANDARD STPLER,STANDARD STPLER,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006207,764608006207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,standard {26/6} staples,standard {26/6} staples,standard {26/6} staples,standard {26/6} staples,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608006092,764608006092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCISSORS JR.,SCISSORS JR.,SCISSORS JR.,SCISSORS JR.,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044308,764608044308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCISSORS JR,SCISSORS JR,SCISSORS JR,SCISSORS JR,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044322,764608044322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCISSOR,SCISSOR,SCISSOR,SCISSOR,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044421,764608044421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC SCISSORS JR,BAZIC SCISSORS JR,BAZIC SCISSORS JR,BAZIC SCISSORS JR,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044100,764608044100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Scissors jr.,Scissors jr.,Scissors jr.,Scissors jr.,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044131,764608044131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC SCISSORS JR,BAZIC SCISSORS JR,BAZIC SCISSORS JR,BAZIC SCISSORS JR,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044148,764608044148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCISSOR,SCISSOR,SCISSOR,SCISSOR,Others,"Staplers, Scissors & Hole Punchers",BAZIC,BAZIC,764608044117,764608044117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3289,REUSABLE DRY ERASE POCKET,REUSABLE DRY ERASE POCKET,REUSABLE DRY ERASE POCKET,REUSABLE DRY ERASE POCKET,Others,Writing Supplies,BAZIC,BAZIC,636160117519,636160117519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17005,nova medium pen 12 pc.,nova medium pen 12 pc.,nova medium pen 12 pc.,nova medium pen 12 pc.,Others,Writing Supplies,BAZIC,BAZIC,764608170052,764608170052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17004,nova medium black pen 12 pc.,nova medium black pen 12 pc.,nova medium black pen 12 pc.,nova medium black pen 12 pc.,Others,Writing Supplies,BAZIC,BAZIC,764608170045,764608170045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LABLES,LABLES,LABLES,LABLES,Others,Writing Supplies,BAZIC,BAZIC,764608038130,764608038130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUMBER LABELS,NUMBER LABELS,NUMBER LABELS,NUMBER LABELS,Others,Writing Supplies,BAZIC,BAZIC,764608038093,764608038093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLIP BOARD,CLIP BOARD,CLIP BOARD,CLIP BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018064,764608018064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6010,"Dry Erase Board 8.5"" X 11""","Dry Erase Board 8.5"" X 11""","Dry Erase Board 8.5"" X 11""","Dry Erase Board 8.5"" X 11""",Others,Writing Supplies,BAZIC,BAZIC,764608060100,764608060100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6091,DRY ERASE POCKET,DRY ERASE POCKET,DRY ERASE POCKET,DRY ERASE POCKET,Others,Writing Supplies,BAZIC,BAZIC,764608060919,764608060919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304,"Semicircular 6"" Protractor","Semicircular 6"" Protractor","Semicircular 6"" Protractor","Semicircular 6"" Protractor",Others,Writing Supplies,BAZIC,BAZIC,764608003046,764608003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WRITING PAD,WRITING PAD,WRITING PAD,WRITING PAD,Others,Writing Supplies,BAZIC,BAZIC,764608005989,764608005989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4 MULTI-POINT PENCIL,4 MULTI-POINT PENCIL,4 MULTI-POINT PENCIL,4 MULTI-POINT PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007389,764608007389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLIPBOARD,CLIPBOARD,CLIPBOARD,CLIPBOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018057,764608018057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,HIGHLIGHTER,Others,Writing Supplies,BAZIC,BAZIC,764608023150,764608023150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STICK ON FLAG,STICK ON FLAG,STICK ON FLAG,STICK ON FLAG,Others,Writing Supplies,BAZIC,BAZIC,764608051702,764608051702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEN,PEN,PEN,PEN,Others,Writing Supplies,BAZIC,BAZIC,764608170663,764608170663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MULTI POINT PENCILS,MULTI POINT PENCILS,MULTI POINT PENCILS,MULTI POINT PENCILS,Others,Writing Supplies,BAZIC,BAZIC,764608007471,764608007471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,Others,Writing Supplies,BAZIC,BAZIC,764608012093,764608012093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METALLIC MARKERS,METALLIC MARKERS,METALLIC MARKERS,METALLIC MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012376,764608012376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CORRECTION PEN,CORRECTION PEN,CORRECTION PEN,CORRECTION PEN,Others,Writing Supplies,BAZIC,BAZIC,764608016152,764608016152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHARPENER,SHARPENER,SHARPENER,SHARPENER,Others,Writing Supplies,BAZIC,BAZIC,764608019177,764608019177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERASABLE HIGHLIGHTER,ERASABLE HIGHLIGHTER,ERASABLE HIGHLIGHTER,ERASABLE HIGHLIGHTER,Others,Writing Supplies,BAZIC,BAZIC,764608023303,764608023303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUND BIFOCAL MAGNIFIER,ROUND BIFOCAL MAGNIFIER,ROUND BIFOCAL MAGNIFIER,ROUND BIFOCAL MAGNIFIER,Others,Writing Supplies,BAZIC,BAZIC,764608027110,764608027110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608170496,764608170496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAPER CLIPS,PAPER CLIPS,PAPER CLIPS,PAPER CLIPS,Others,Writing Supplies,BAZIC,BAZIC,764608002223,764608002223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POSTER BOARD,POSTER BOARD,POSTER BOARD,POSTER BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608005125,764608005125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANENT MAKERS,PERMANENT MAKERS,PERMANENT MAKERS,PERMANENT MAKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012468,764608012468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLIP BOARD,CLIP BOARD,CLIP BOARD,CLIP BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018033,764608018033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMPASS SET,COMPASS SET,COMPASS SET,COMPASS SET,Others,Writing Supplies,BAZIC,BAZIC,764608028070,764608028070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARROW FLAG,ARROW FLAG,ARROW FLAG,ARROW FLAG,Others,Writing Supplies,BAZIC,BAZIC,764608051559,764608051559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PUSH PINS,PUSH PINS,PUSH PINS,PUSH PINS,Others,Writing Supplies,BAZIC,BAZIC,764608002070,764608002070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOT MARKER,DOT MARKER,DOT MARKER,DOT MARKER,Others,Writing Supplies,BAZIC,BAZIC,764608012260,764608012260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SQUISHY GEL GRIPS,SQUISHY GEL GRIPS,SQUISHY GEL GRIPS,SQUISHY GEL GRIPS,Others,Writing Supplies,BAZIC,BAZIC,764608015001,764608015001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8PK PENS,8PK PENS,8PK PENS,8PK PENS,Others,Writing Supplies,BAZIC,BAZIC,764608017388,764608017388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZICCLIPBOARD,BAZICCLIPBOARD,BAZICCLIPBOARD,BAZICCLIPBOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018125,764608018125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC FLURESCENT HIGHLIGHTER,BAZIC FLURESCENT HIGHLIGHTER,BAZIC FLURESCENT HIGHLIGHTER,BAZIC FLURESCENT HIGHLIGHTER,Others,Writing Supplies,BAZIC,BAZIC,764608023198,764608023198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAPER CLIPS,PAPER CLIPS,PAPER CLIPS,PAPER CLIPS,Others,Writing Supplies,BAZIC,BAZIC,764608002230,764608002230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PROTRACTOR,PROTRACTOR,PROTRACTOR,PROTRACTOR,Others,Writing Supplies,BAZIC,BAZIC,764608003039,764608003039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WRITING PAD,WRITING PAD,WRITING PAD,WRITING PAD,Others,Writing Supplies,BAZIC,BAZIC,764608005972,764608005972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CERAMICS LEAD REFILL,CERAMICS LEAD REFILL,CERAMICS LEAD REFILL,CERAMICS LEAD REFILL,Others,Writing Supplies,BAZIC,BAZIC,764608007921,764608007921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3 PACK MARKERS,3 PACK MARKERS,3 PACK MARKERS,3 PACK MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012178,764608012178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,Others,Writing Supplies,BAZIC,BAZIC,764608012482,764608012482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMPASS & PROTRACTOR SET,COMPASS & PROTRACTOR SET,COMPASS & PROTRACTOR SET,COMPASS & PROTRACTOR SET,Others,Writing Supplies,BAZIC,BAZIC,764608028087,764608028087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WHITE BORD CLEANER,WHITE BORD CLEANER,WHITE BORD CLEANER,WHITE BORD CLEANER,Others,Writing Supplies,BAZIC,BAZIC,764608060025,764608060025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEN,PEN,PEN,PEN,Others,Writing Supplies,BAZIC,BAZIC,764608170632,764608170632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LED PENCIL,LED PENCIL,LED PENCIL,LED PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007204,764608007204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOUBLE ZIPPER POUNCH,DOUBLE ZIPPER POUNCH,DOUBLE ZIPPER POUNCH,DOUBLE ZIPPER POUNCH,Others,Writing Supplies,BAZIC,BAZIC,764608008072,764608008072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,PERMANENT MARKER,Others,Writing Supplies,BAZIC,BAZIC,764608012109,764608012109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOUBLE TIP PERMANENT,DOUBLE TIP PERMANENT,DOUBLE TIP PERMANENT,DOUBLE TIP PERMANENT,Others,Writing Supplies,BAZIC,BAZIC,764608012420,764608012420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COMPASS,COMPASS,COMPASS,COMPASS,Others,Writing Supplies,BAZIC,BAZIC,764608028063,764608028063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Letter Size Document Holder,Letter Size Document Holder,Letter Size Document Holder,Letter Size Document Holder,Others,Writing Supplies,BAZIC,BAZIC,764608031728,764608031728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANET MARKERS,PERMANET MARKERS,PERMANET MARKERS,PERMANET MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012062,764608012062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAPER CLIPBOARD,PAPER CLIPBOARD,PAPER CLIPBOARD,PAPER CLIPBOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018132,764608018132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,paper clips,paper clips,paper clips,paper clips,Others,Writing Supplies,BAZIC,BAZIC,764608002056,764608002056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEPER CLIPS,PEPER CLIPS,PEPER CLIPS,PEPER CLIPS,Others,Writing Supplies,BAZIC,BAZIC,764608002032,764608002032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Push Pins,Push Pins,Push Pins,Push Pins,Others,Writing Supplies,BAZIC,BAZIC,764608002063,764608002063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,school kit,school kit,school kit,school kit,Others,Writing Supplies,BAZIC,BAZIC,764608004531,764608004531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POSTER BOARD,POSTER BOARD,POSTER BOARD,POSTER BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608005293,764608005293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ELECTRA MECHANICAL PENCIL,ELECTRA MECHANICAL PENCIL,ELECTRA MECHANICAL PENCIL,ELECTRA MECHANICAL PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007020,764608007020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,mechanical pencils,mechanical pencils,mechanical pencils,mechanical pencils,Others,Writing Supplies,BAZIC,BAZIC,764608007556,764608007556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC PERMANENT MARKERS,BAZIC PERMANENT MARKERS,BAZIC PERMANENT MARKERS,BAZIC PERMANENT MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012161,764608012161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WASSHABLE MARKERS,WASSHABLE MARKERS,WASSHABLE MARKERS,WASSHABLE MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012642,764608012642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MARKERS,MARKERS,MARKERS,MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012802,764608012802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BALLPOINT PEN,BALLPOINT PEN,BALLPOINT PEN,BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017203,764608017203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURE BALLPOINT PEN,PURE BALLPOINT PEN,PURE BALLPOINT PEN,PURE BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017524,764608017524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BALLPOINT PEN,BALLPOINT PEN,BALLPOINT PEN,BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017883,764608017883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZICCLIPBOARD,BAZICCLIPBOARD,BAZICCLIPBOARD,BAZICCLIPBOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018309,764608018309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,mini highlighter,mini highlighter,mini highlighter,mini highlighter,Others,Writing Supplies,BAZIC,BAZIC,764608023235,764608023235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Metal Compass,Metal Compass,Metal Compass,Metal Compass,Others,Writing Supplies,BAZIC,BAZIC,764608028056,764608028056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOCUMENT HOLDER,DOCUMENT HOLDER,DOCUMENT HOLDER,DOCUMENT HOLDER,Others,Writing Supplies,BAZIC,BAZIC,764608031957,764608031957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POSTER BOARD,POSTER BOARD,POSTER BOARD,POSTER BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608050279,764608050279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,THUMBTACK GOLD,THUMBTACK GOLD,THUMBTACK GOLD,THUMBTACK GOLD,Others,Writing Supplies,BAZIC,BAZIC,764608002292,764608002292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017166,764608017166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MULTI-POINT PENCIL,MULTI-POINT PENCIL,MULTI-POINT PENCIL,MULTI-POINT PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007464,764608007464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WASHABLE MINI MARKERS,WASHABLE MINI MARKERS,WASHABLE MINI MARKERS,WASHABLE MINI MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012208,764608012208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,THUMBTACK SILVER,THUMBTACK SILVER,THUMBTACK SILVER,THUMBTACK SILVER,Others,Writing Supplies,BAZIC,BAZIC,764608002308,764608002308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,RETRACTABLE BALLPOINT PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017173,764608017173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXTRA FINE TIP VIBRANT FASHION COLOR INK,EXTRA FINE TIP VIBRANT FASHION COLOR INK,EXTRA FINE TIP VIBRANT FASHION COLOR INK,EXTRA FINE TIP VIBRANT FASHION COLOR INK,Others,Writing Supplies,BAZIC,BAZIC,764608170540,764608170540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STENCIL SET,STENCIL SET,STENCIL SET,STENCIL SET,Others,Writing Supplies,BAZIC,BAZIC,764608003022,764608003022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BASIC OPTIMA PEN,BASIC OPTIMA PEN,BASIC OPTIMA PEN,BASIC OPTIMA PEN,Others,Writing Supplies,BAZIC,BAZIC,764608017944,764608017944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLORED PAPER CUBE,COLORED PAPER CUBE,COLORED PAPER CUBE,COLORED PAPER CUBE,Others,Writing Supplies,BAZIC,BAZIC,764608005521,764608005521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPINNER MECHANICAL PENCIL,SPINNER MECHANICAL PENCIL,SPINNER MECHANICAL PENCIL,SPINNER MECHANICAL PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007372,764608007372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CORRECTION PEN,CORRECTION PEN,CORRECTION PEN,CORRECTION PEN,Others,Writing Supplies,BAZIC,BAZIC,764608016213,764608016213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGHTLIGHTERS,HIGHTLIGHTERS,HIGHTLIGHTERS,HIGHTLIGHTERS,Others,Writing Supplies,BAZIC,BAZIC,764608023419,764608023419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAGE MARKERS,PAGE MARKERS,PAGE MARKERS,PAGE MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608051436,764608051436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERASABLE GEL PEN,ERASABLE GEL PEN,ERASABLE GEL PEN,ERASABLE GEL PEN,Others,Writing Supplies,BAZIC,BAZIC,764608170670,764608170670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BAZIC Paper Clips Regular 33mm Small Color Paper Clip (200/Pack),BAZIC Paper Clips Regular 33mm Small Color Paper Clip (200/Pack),BAZIC Paper Clips Regular 33mm Small Color Paper Clip (200/Pack),BAZIC Paper Clips Regular 33mm Small Color Paper Clip (200/Pack),Others,Writing Supplies,BAZIC,BAZIC,764608002049,764608002049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sketch pad,sketch pad,sketch pad,sketch pad,Others,Writing Supplies,BAZIC,BAZIC,764608005507,764608005507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUMBP PENCILS,JUMBP PENCILS,JUMBP PENCILS,JUMBP PENCILS,Others,Writing Supplies,BAZIC,BAZIC,764608007167,764608007167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMALL CLIPBOARD,SMALL CLIPBOARD,SMALL CLIPBOARD,SMALL CLIPBOARD,Others,Writing Supplies,BAZIC,BAZIC,764608018026,764608018026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROUND PUSH PINS,ROUND PUSH PINS,ROUND PUSH PINS,ROUND PUSH PINS,Others,Writing Supplies,BAZIC,BAZIC,764608002094,764608002094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MECHANICAL PENCIL,MECHANICAL PENCIL,MECHANICAL PENCIL,MECHANICAL PENCIL,Others,Writing Supplies,BAZIC,BAZIC,764608007396,764608007396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PERMANENT MARKERS,PERMANENT MARKERS,PERMANENT MARKERS,PERMANENT MARKERS,Others,Writing Supplies,BAZIC,BAZIC,764608012451,764608012451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BASIC ERASE BOARD,BASIC ERASE BOARD,BASIC ERASE BOARD,BASIC ERASE BOARD,Others,Writing Supplies,BAZIC,BAZIC,764608060117,764608060117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METRO MECHANICAL PENCIL 0.7 mm,METRO MECHANICAL PENCIL 0.7 mm,METRO MECHANICAL PENCIL 0.7 mm,METRO MECHANICAL PENCIL 0.7 mm,Others,Writing Supplies,BAZIC,BAZIC,764608007105,764608007105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
