Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ftÂ³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ftÂ³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ftÂ³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ftÂ³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,4140,White Beads,White Beads,White Beads,White Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709328,786138709328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4141,Micro Beads,Micro Beads,Micro Beads,Micro Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709335,786138709335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4142,Colored Beads,Colored Beads,Colored Beads,Colored Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709342,786138709342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4143,Trio Beads,Trio Beads,Trio Beads,Trio Beads,Others,Craft Kits Beads & DIY,GoPlay,GoPlay,786138709359,786138709359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4136,Balloon Pump,Balloon Pump,Balloon Pump,Balloon Pump,Others,,GoPlay,GoPlay,786138709281,786138709281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BRICK GAME (Vertical) 4114,BRICK GAME,BRICK GAME,BRICK GAME,BRICK GAME,Others,Electronic Games,GoPlay,GoPlay,786138702664,786138702664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3259,GYRO WHEEL MAGNETIC,GYRO WHEEL MAGNETIC,GYRO WHEEL MAGNETIC,GYRO WHEEL MAGNETIC,Others,Activity & Ride-On Toys,GoPlay,GoPlay,86138804543,86138804543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2113,Magnetic Rings,Magnetic Rings,Magnetic Rings,Magnetic Rings,Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138703630,786138703630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4112,BRICK GAME,BRICK GAME,BRICK GAME,BRICK GAME,Others,Electronic Games,GoPlay,GoPlay,786138702640,786138702640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4126,Military Copter,Military Copter,Military Copter,Military Copter,Others,Activity & Ride-On Toys,GoPlay,GoPlay,786138709182,786138709182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3274,SPINNING TOP DREIDAL,SPINNING TOP DREIDAL,SPINNING TOP DREIDAL,SPINNING TOP DREIDAL,Others,Channukah Games,GoPlay,GoPlay,786138701186,786138701186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
