Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ftÂ³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ftÂ³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ftÂ³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ftÂ³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,15397,"Dr. Seuss the Grinch Jumbo Plush 33""","Dr. Seuss the Grinch Jumbo Plush 33""","Dr. Seuss the Grinch Jumbo Plush 33""","Dr. Seuss the Grinch Jumbo Plush 33""",Others,Character Plush,Aurora,Aurora,92943153974,92943153974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15411,"Raggedy Ann 12"" Inch","Raggedy Ann 12"" Inch","Raggedy Ann 12"" Inch","Raggedy Ann 12"" Inch",Others,Plush Dolls,Aurora,Aurora,92943154117,92943154117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15412,"Raggedy Ann 16"" Classic","Raggedy Ann 16"" Classic","Raggedy Ann 16"" Classic","Raggedy Ann 16"" Classic",Others,Plush Dolls,Aurora,Aurora,92943154124,92943154124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15415,"Raggedy Andy Classic 12"" Doll","Raggedy Andy Classic 12"" Doll","Raggedy Andy Classic 12"" Doll","Raggedy Andy Classic 12"" Doll",Others,Plush Dolls,Aurora,Aurora,92943154155,92943154155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15416,"Raggedy Andy 16"" Classic","Raggedy Andy 16"" Classic","Raggedy Andy 16"" Classic","Raggedy Andy 16"" Classic",Others,Plush Dolls,Aurora,Aurora,92943154162,92943154162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15591,"Dr. Seuss 5"" Santa Grinch Palm Pal Plush","Dr. Seuss 5"" Santa Grinch Palm Pal Plush","Dr. Seuss 5"" Santa Grinch Palm Pal Plush","Dr. Seuss 5"" Santa Grinch Palm Pal Plush",Others,Character Plush,Aurora,Aurora,92943155916,92943155916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15703,"Precious Moments Hogs & Kisses Bacon 8.5"" Piggy Plush","Precious Moments Hogs & Kisses Bacon 8.5"" Piggy Plush","Precious Moments Hogs & Kisses Bacon 8.5"" Piggy Plush","Precious Moments Hogs & Kisses Bacon 8.5"" Piggy Plush",Others,Stuffed Animals,Aurora,Aurora,92943157033,92943157033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15710,"Precious Moments HAMILTON LION Plush 8.5""","Precious Moments HAMILTON LION Plush 8.5""","Precious Moments HAMILTON LION Plush 8.5""","Precious Moments HAMILTON LION Plush 8.5""",Others,Stuffed Animals,Aurora,Aurora,92943157101,92943157101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15753,"Precious Moments 8.5"" Floppy Bunny White Plush","Precious Moments 8.5"" Floppy Bunny White Plush","Precious Moments 8.5"" Floppy Bunny White Plush","Precious Moments 8.5"" Floppy Bunny White Plush",Others,Stuffed Animals,Aurora,Aurora,92943157538,92943157538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15776,"Gray Precious Moments 8.5"" Floppy Bunny Grey","Gray Precious Moments 8.5"" Floppy Bunny Grey","Gray Precious Moments 8.5"" Floppy Bunny Grey","Gray Precious Moments 8.5"" Floppy Bunny Grey",Others,Stuffed Animals,Aurora,Aurora,92943157767,92943157767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15801,"Malakai Wolf Precious Moments Gray 7.5""","Malakai Wolf Precious Moments Gray 7.5""","Malakai Wolf Precious Moments Gray 7.5""","Malakai Wolf Precious Moments Gray 7.5""",Others,Stuffed Animals,Aurora,Aurora,92943158016,92943158016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15803,"Precious Moments 8.5"" Bella Pug Plush","Precious Moments 8.5"" Bella Pug Plush","Precious Moments 8.5"" Bella Pug Plush","Precious Moments 8.5"" Bella Pug Plush",Others,Stuffed Animals,Aurora,Aurora,92943158030,92943158030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15856,"Precious Moments 8.5"" Lottie Axolotl","Precious Moments 8.5"" Lottie Axolotl","Precious Moments 8.5"" Lottie Axolotl","Precious Moments 8.5"" Lottie Axolotl",Others,Stuffed Animals,Aurora,Aurora,92943158566,92943158566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15859,"Precious Moments 8.5"" Daniel Spaniel","Precious Moments 8.5"" Daniel Spaniel","Precious Moments 8.5"" Daniel Spaniel","Precious Moments 8.5"" Daniel Spaniel",Others,Stuffed Animals,Aurora,Aurora,92943158597,92943158597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15861,"Precious Moments 8.5"" Cassie Kitten","Precious Moments 8.5"" Cassie Kitten","Precious Moments 8.5"" Cassie Kitten","Precious Moments 8.5"" Cassie Kitten",Others,Stuffed Animals,Aurora,Aurora,92943158610,92943158610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15867,"Precious Moments 8.5"" Daiel Spaniel","Precious Moments 8.5"" Daiel Spaniel","Precious Moments 8.5"" Daiel Spaniel","Precious Moments 8.5"" Daiel Spaniel",Others,Stuffed Animals,Aurora,Aurora,92943158672,92943158672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15870,"Precious Moments 9"" Cassie Kitten","Precious Moments 9"" Cassie Kitten","Precious Moments 9"" Cassie Kitten","Precious Moments 9"" Cassie Kitten",Others,Stuffed Animals,Aurora,Aurora,92943158702,92943158702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15872,"Precious Moments 9"" Luffie Lamb","Precious Moments 9"" Luffie Lamb","Precious Moments 9"" Luffie Lamb","Precious Moments 9"" Luffie Lamb",Others,Stuffed Animals,Aurora,Aurora,92943158726,92943158726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15901,Large 16' Grinch Plush,Large 16' Grinch Plush,Large 16' Grinch Plush,Large 16' Grinch Plush,Others,Character Plush,Aurora,Aurora,92943159013,92943159013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15910,"Dr. Seuss Cat in the Hat 18"" Plush","Dr. Seuss Cat in the Hat 18"" Plush","Dr. Seuss Cat in the Hat 18"" Plush","Dr. Seuss Cat in the Hat 18"" Plush",Others,Character Plush,Aurora,Aurora,92943159105,92943159105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15912,"Dr. Seuss Thing 1 12""","Dr. Seuss Thing 1 12""","Dr. Seuss Thing 1 12""","Dr. Seuss Thing 1 12""",Others,Character Plush,Aurora,Aurora,92943159129,92943159129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15913,"Dr. Seuss Thing 2 12"" Plush","Dr. Seuss Thing 2 12"" Plush","Dr. Seuss Thing 2 12"" Plush","Dr. Seuss Thing 2 12"" Plush",Others,Character Plush,Aurora,Aurora,92943159136,92943159136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15915,"Dr. Seuss Horton 12"" Plush Figure","Dr. Seuss Horton 12"" Plush Figure","Dr. Seuss Horton 12"" Plush Figure","Dr. Seuss Horton 12"" Plush Figure",Others,Character Plush,Aurora,Aurora,92943159150,92943159150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15952,"Dr. Seuss Whimsical Plush 18"" Grinch","Dr. Seuss Whimsical Plush 18"" Grinch","Dr. Seuss Whimsical Plush 18"" Grinch","Dr. Seuss Whimsical Plush 18"" Grinch",Others,Character Plush,Aurora,Aurora,92943159525,92943159525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15969,"Dr. Seuss 5"" Cat in the Hat Palm Pal","Dr. Seuss 5"" Cat in the Hat Palm Pal","Dr. Seuss 5"" Cat in the Hat Palm Pal","Dr. Seuss 5"" Cat in the Hat Palm Pal",Others,Character Plush,Aurora,Aurora,92943159693,92943159693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
